"(PDH-CSV 4.0) (","\\GUOXIANG-PC\Processor(_Total)\% Privileged Time","\\GUOXIANG-PC\Processor(_Total)\% User Time","\\GUOXIANG-PC\Processor(_Total)\% Processor Time","\\GUOXIANG-PC\System\Processor Queue Length"
"04/03/2014 11:20:53.217","8.4372002799653281","15.340364145391504","24.065197480312051","2"
"04/03/2014 11:20:54.272","3.7037037037037033","12.592592592592592","15.555555555555555","4"
"04/03/2014 11:20:55.321","3.7243948746224476","6.7039107743204056","10.61452300906126","0"
"04/03/2014 11:20:56.357","3.7700283206940273","15.080113282776109","19.321393937147825","1"
"04/03/2014 11:20:57.378","9.9426383799889653","4.5889100215333682","13.575527927788222","1"
"04/03/2014 11:20:58.417","12.781954887218044","12.781954887218044","26.315789473684216","0"
"04/03/2014 11:20:59.429","10.038609542493427","11.58301101056934","21.235525128128486","0"
"04/03/2014 11:21:00.465","6.0320453131104426","15.834118946914913","22.33741659370304","0"
"04/03/2014 11:21:01.499","6.0491494847431255","15.879017397450705","22.117200383932257","0"
"04/03/2014 11:21:02.532","6.8052931703360162","12.098298969486251","17.580338270374916","0"
"04/03/2014 11:21:03.545","7.7071289043328521","3.8535644521664261","12.909443381038777","0"
"04/03/2014 11:21:04.582","6.786050977249249","21.866164260025357","27.615456242674686","0"
"04/03/2014 11:21:05.642","10.31307526333819","27.255984624536644","37.384900186875278","0"
"04/03/2014 11:21:06.698","11.840888767638189","25.901944179208535","38.5753895178769","5"
"04/03/2014 11:21:07.754","11.829943707449466","18.48428704288979","29.759709237018793","2"
"04/03/2014 11:21:08.782","10.64638835085084","32.69962136332758","42.965776691870502","3"
"04/03/2014 11:21:09.845","5.8769511242654522","14.692377810663629","20.661159822416408","2"
"04/03/2014 11:21:10.862","8.4534107022269787","15.36983764041269","23.919303679957192","0"
"04/03/2014 11:21:11.882","8.4210519095442571","7.6555017359493247","16.555031078152361","2"
"04/03/2014 11:21:12.912","1.5180266760763272","12.90322674664878","14.231492801687518","0"
"04/03/2014 11:21:13.931","10.727968822536395","19.923370670424735","31.034486140837458","0"
"04/03/2014 11:21:14.951","6.8965520623596417","17.624521937141306","24.904210876528353","1"
"04/03/2014 11:21:15.962","10.038609542493427","10.038609542493427","19.691123660052579","0"
"04/03/2014 11:21:16.982","4.5977013749064275","15.325671249688092","20.306509501621917","0"
"04/03/2014 11:21:17.996","6.9364160138995672","13.102119137365847","19.845859394938348","0"
"04/03/2014 11:21:19.032","4.5240339848328324","5.2780396489716379","8.7653146392045471","0"
"04/03/2014 11:21:20.059","13.688212261562294","14.448668498315753","29.277569981928153","0"
"04/03/2014 11:21:21.090","2.2727272727272729","5.3030303030303028","7.5757575757575797","0"
"04/03/2014 11:21:22.132","20.243673609073081","23.242736365972796","43.017807618905401","0"
"04/03/2014 11:21:23.166","12.098298969486251","13.610586340672032","25.897918811896716","0"
"04/03/2014 11:21:24.183","6.1420346998426956","13.819578074646063","20.15354890204496","3"
"04/03/2014 11:21:25.216","6.8052931703360162","18.147448454229377","25.141775126303823","0"
"04/03/2014 11:21:26.262","17.180204388858002","22.408962246336522","39.495801934891382","0"
"04/03/2014 11:21:27.377","6.3047289704055904","27.320492205090897","32.749557649007031","0"
"04/03/2014 11:21:28.434","8.1330862988715094","20.702401488036568","29.759709237018793","0"
"04/03/2014 11:21:29.457","9.1690547775469948","24.450812740125318","32.76026496465537","5"
"04/03/2014 11:21:30.499","12.746016716823791","25.492033433647581","39.26897917278076","0"
"04/03/2014 11:21:31.515","8.4534098706907415","18.44380335423434","25.456294776636202","0"
"04/03/2014 11:21:32.541","8.3809525852879876","18.285714731537425","27.619045854331027","0"
"04/03/2014 11:21:33.574","8.3175805415217976","17.391304768636488","25.897918811896716","0"
"04/03/2014 11:21:34.753","13.90728476821192","38.410596026490069","51.655629139072843","0"
"04/03/2014 11:21:35.811","11.080332279013616","12.557709916215432","24.653740502707411","5"
"04/03/2014 11:21:36.934","6.9565215842722159","41.043477347206071","47.826088117958385","1"
"04/03/2014 11:21:38.077","13.675213974432033","30.769231442472073","44.615383403550268","2"
"04/03/2014 11:21:39.282","17.504052226988442","17.504052226988442","33.873580475821441","0"
"04/03/2014 11:21:40.352","10.218978102189782","18.248175182481752","29.197080291970799","6"
"04/03/2014 11:21:41.381","12.903225493052586","15.18026528594422","27.893739891764945","0"
"04/03/2014 11:21:42.399","6.9097890373230317","19.193858437008419","26.295583601887664","0"
"04/03/2014 11:21:43.419","7.6555024861152452","6.8899522375037217","15.023922404120771","0"
"04/03/2014 11:21:44.440","4.5933014916691475","15.31100497223049","18.851673647178391","0"
"04/03/2014 11:21:45.474","11.33144462224505","21.152029961524093","32.766761908012697","8"
"04/03/2014 11:21:46.499","20.591038331081151","23.64156252827836","45.090564450450266","0"
"04/03/2014 11:21:47.516","9.2130520497640429","13.819578074646063","21.689057577005634","0"
"04/03/2014 11:21:48.535","1.5340364145391505","20.709491596278532","22.53116106577291","0"
"04/03/2014 11:21:49.590","9.6207212123629091","28.122108159214658","38.575395336452189","0"
"04/03/2014 11:21:50.610","5.3639849373908328","27.586208249438567","31.800762938887996","0"
"04/03/2014 11:21:51.632","4.5845269403918589","2.2922634701959295","7.5453733687641851","0"
"04/03/2014 11:21:52.666","2.2684310567786721","13.610586340672032","16.068050899189135","0"
"04/03/2014 11:21:53.682","3.8424594101031726","17.675313286474591","21.613828033895288","1"
"04/03/2014 11:21:54.772","7.1684584524864938","20.071683666962183","26.881723784637757","2"
"04/03/2014 11:21:55.832","6.6359447787466301","43.502304660672344","49.861750560581022","0"
"04/03/2014 11:21:56.865","2.2684310567786721","22.684310567786721","25.141775126303823","0"
"04/03/2014 11:21:57.881","6.147934451411448","9.9903934835436026","16.234393099519028","0"
"04/03/2014 11:21:58.916","6.7988667733470303","12.086874263728054","19.169028361318642","1"
"04/03/2014 11:21:59.973","6.6481993674081696","33.979685655641759","40.166205693326475","0"
"04/03/2014 11:22:00.990","5.3794431741444413","9.2219025842476121","14.697401095709573","0"
"04/03/2014 11:22:02.009","15.325669746480564","22.222221132396818","37.93103752675372","1"
"04/03/2014 11:22:03.041","12.121212121212121","15.909090909090908","28.030303030303028","0"
"04/03/2014 11:22:04.057","6.1479350561650756","19.212297050515861","25.456287443998459","0"
"04/03/2014 11:22:05.090","6.8052925116763081","21.172021147437405","28.166356821194515","0"
"04/03/2014 11:22:06.107","6.1479350561650756","13.064361994350785","19.308352387833384","0"
"04/03/2014 11:22:07.124","2.3054754192792926","6.9164262578378795","9.3179668416811463","0"
